timestamp,client,AP
2014-01-01 00:00:24,b7f22f3abd9f367af65bd70b4b328e0c35f7cfac,Bldg11AP21
2014-01-01 00:00:30,336501aeaedff0462f3cd55089fa433dbbfff493,Bldg44AP3
2014-01-01 00:00:35,4b912f490ddc1f289f35def68a1662bcc5089a1a,Bldg48AP65
2014-01-01 00:00:51,680fc4c2bd6b252fd6e1a67ad7aa69cdbd3d6e0f,Bldg25AP5
2014-01-01 00:00:59,d87196dde7bad58154db0c0a70cfcb3ef143a774,Bldg14AP12
2014-01-01 00:01:05,980b004cef94929b5c0d7dde384fe3dc274f5437,Bldg16AP22
2014-01-01 00:01:15,e7e4501b7195d38ec30e08178853ce5cd326c31d,Bldg3AP134
2014-01-01 00:01:20,d8891a295b4343f5a1f9f623f7c3b55393e78f99,Bldg44AP2
2014-01-01 00:01:20,e7e4501b7195d38ec30e08178853ce5cd326c31d,Bldg3AP134
2014-01-01 00:01:47,dec63a259f51588452bed742944f398d18649888,Bldg48AP29
2014-01-01 00:02:02,6f7ebdada4c6284e3f3c820a0fe0aaca6d51d60c,Bldg44AP10
2014-01-01 00:02:23,b8272275161d87c29c56f28c9e0af584189df994,Bldg3AP134
2014-01-01 00:02:28,6f7ebdada4c6284e3f3c820a0fe0aaca6d51d60c,Bldg44AP10
2014-01-01 00:02:28,8b6f943c23b4491ba77dd8a81bff31f5e2760c60,Bldg44AP2
2014-01-01 00:02:36,baa4a017d2ead5a2dfd53b5db7288f17c4fe11a7,Bldg44AP4
2014-01-01 00:02:45,7db7d065a73e86c7b56de636519e5eb6d54127d8,Bldg48AP54
2014-01-01 00:03:05,be7dfe965d64de5786b48eb54021f16f3ceaebf0,Bldg45AP29
2014-01-01 00:03:32,3b5de6d0b08e9d3018664fe5a9778d1f99f98221,Bldg26AP14
2014-01-01 00:03:39,91a723a6aecc9a876500d13ffd295640b036d1e8,Bldg48AP16
2014-01-01 00:03:43,bcacf63a926c667f075c69a88f4f433f9c598cf8,Bldg40AP3
2014-01-01 00:03:51,a36c950b84f66a28b42e842e55b70b86990a3e4d,Bldg44AP2
2014-01-01 00:04:06,680fc4c2bd6b252fd6e1a67ad7aa69cdbd3d6e0f,Bldg25AP5
2014-01-01 00:04:50,4d222e4854506e15f4a7e44157f14fb81a8a1b19,Bldg44AP81
2014-01-01 00:05:08,c75170053c6a0c4ba881daf5369231b44b4b72fa,Bldg45AP7
2014-01-01 00:05:10,24fd93e70107d7b4a4f02ae6b3b14cdf19ab19cf,Bldg28AP4
2014-01-01 00:05:28,b90b9a6efc72e216d16393ab93c7afba484f56eb,Bldg44AP2
2014-01-01 00:05:33,379fd3654276f2e4b8503eec54b027fd439d85d8,Bldg22AP14
2014-01-01 00:05:34,680fc4c2bd6b252fd6e1a67ad7aa69cdbd3d6e0f,Bldg25AP5
2014-01-01 00:05:56,140db5b408a4a8b31a5a31e404d191655b8a2a4c,Bldg48AP35
2014-01-01 00:06:01,c1372fae221e7eba14d85a47d27ab909a5c47e3f,Bldg3AP35
2014-01-01 00:06:26,baf26cd67d7187d14a2c6c8708007f2caf63a8f1,Bldg35AP15
2014-01-01 00:06:28,91a723a6aecc9a876500d13ffd295640b036d1e8,Bldg48AP32
2014-01-01 00:06:30,30bf94ddfef765ccd2f08a19c19edccf97207012,Bldg44AP3
2014-01-01 00:07:03,680fc4c2bd6b252fd6e1a67ad7aa69cdbd3d6e0f,Bldg25AP5
2014-01-01 00:07:16,160a32b86b65b6991ecff21a12f9439ef2215a29,Bldg3AP134
2014-01-01 00:07:20,2a9553acf404141b23ce2361d2d58e0ae7b72bb4,Bldg44AP64
2014-01-01 00:08:15,cb30b9f4a3dbac8501f15e70fe364f93fe30b99a,Bldg44AP2
2014-01-01 00:08:56,8a0e70caffb1c2a46bf24e39b9e5e881e1dcaead,Bldg44AP43
2014-01-01 00:09:04,942bad3b1bda192b94b21d54deec257ba7b11be1,Bldg22AP15
2014-01-01 00:09:09,942bad3b1bda192b94b21d54deec257ba7b11be1,Bldg22AP15
2014-01-01 00:09:11,d680e9ff6d64fc61a6431c751a4afaf33e3c53b5,Bldg3AP119
2014-01-01 00:09:37,49448d1dd86cfbde1437f330fb132fcd1178ad18,Bldg12AP4
2014-01-01 00:09:41,49448d1dd86cfbde1437f330fb132fcd1178ad18,Bldg12AP4
2014-01-01 00:09:57,858e10bb71c5c9538abf7d44e6502332c4555e91,Bldg23AP44
2014-01-01 00:10:00,4bffe1add69fc0e499e6ad46168530388532a038,Bldg44AP7
2014-01-01 00:10:13,a0ef674a2e9322be219a776940a33803719965ac,Bldg3AP134
